"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-03",,,,,,,,,,,,,"-73.2",",,X",,,,,,,"0.18",",,0,null","0.0",",,0,","0.0","T,,0,",,,"44",",,0","15",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-04",,,,,,,,,,,,,"-67.3",",,X",,,,,,,"0.02",",,0,null","0.0","T,,0,","0.0",",,0,",,,"41",",,0","25",",,0",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-05",,,,,,,,,,,,,"-67.3",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","0.0",",,0,",,,"36",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-06",,,,,,,,,,,,,"-63.8",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"30",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-07",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"48",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-08",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"43",",,0","29",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-09",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.46",",,0,null","0.0",",,0,","0.0","T,,0,",,,"56",",,0","30",",,0",,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,0",,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-10",,,,,,,,,,,,,"-65.0",",,X",,,,,,,"1.33",",,0,null","0.0","T,,0,","0.0",",,0,",,,"63",",,0","28",",,0",,,,,,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X",,,"    1",",,0",,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-11",,,,,,,,,,,,,"-94.9",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","0.0","T,,0,",,,"30",",,0","22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-12",,,,,,,,,,,,,"-83.9",",,X",,,,,,,"0.01",",,0,null","0.0",",,0,","0.0",",,0,",,,"50",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-13",,,,,,,,,,,,,"-83.9",",,X",,,,,,,"0.12",",,0,null","0.0",",,0,","0.0",",,0,",,,"49",",,0","42",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-14",,,,,,,,,,,,,"-79.1",",,X",,,,,,,"0.27",",,0,null","0.0",",,0,","0.0",",,0,",,,"58",",,0","37",",,0",,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-15",,,,,,,,,,,,,"-82.7",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","0.0",",,0,",,,"37",",,0","29",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-16",,,,,,,,,,,,,"-78.0",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"45",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-17",,,,,,,,,,,,,"-75.6",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"54",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-18",,,,,,,,,,,,,"-72.0",",,X",,,,,,,"0.12",",,0,null","1.0",",,0,","1.0",",,0,",,,"39",",,0","14",",,0",,,,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-19",,,,,,,,,,,,,"-70.9",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","1.0",",,0,",,,"20",",,0","9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-20",,,,,,,,,,,,,"-56.3",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","1.0",",,0,",,,"20",",,0","5",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-21",,,,,,,,,,,,,"-53.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","1.0",",,0,",,,"39",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-22",,,,,,,,,,,,,"-51.6",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0","T,,0,",,,"46",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-23",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.33",",,0,null","0.0",",,0,","0.0",",,0,",,,"45",",,0","34",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-24",,,,,,,,,,,,,"-52.8",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","0.0",",,0,",,,"37",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-25",,,,,,,,,,,,,"-55.1",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"45",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-26",,,,,,,,,,,,,"-56.3",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"54",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-27",,,,,,,,,,,,,"-53.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"56",",,0","25",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-02-28",,,,,,,,,,,,,"-52.8",",,X",,,,,,,"0.24",",,0,null","0.8",",,0,","0.0",",,0,",,,"52",",,0","32",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-01",,,,,,,,,,,,,"-52.8",",,X",,,,,,,"0.01",",,0,null","0.1",",,0,","1.0",",,0,",,,"37",",,0","29",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-02",,,,,,,,,,,,,"-56.3",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"45",",,0","24",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-03",,,,,,,,,,,,,"-57.5",",,X",,,,,,,"0.03",",,0,null","0.0","T,,0,","0.0",",,0,",,,"46",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-04",,,,,,,,,,,,,"-57.5",",,X",,,,,,,"0.00","T,,0,null","0.0","T,,0,","0.0",",,0,",,,"45",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-05",,,,,,,,,,,,,"-56.3",",,X",,,,,,,"0.17",",,0,null","0.0",",,0,","0.0",",,0,",,,"53",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-06",,,,,,,,,,,,,"-52.8",",,X",,,,,,,"0.21",",,0,null","0.0","T,,0,","0.0",",,0,",,,"47",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-07",,,,,,,,,,,,,"-61.0",",,X",,,,,,,"0.02",",,0,null","0.2",",,0,","0.0","T,,0,",,,"35",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-08",,,,,,,,,,,,,"-61.0",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"50",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-09",,,,,,,,,,,,,"-58.7",",,X",,,,,,,"0.16",",,0,null","0.0","T,,0,","0.0",",,0,",,,"46",",,0","30",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-10",,,,,,,,,,,,,"-55.1",",,X",,,,,,,"0.07",",,0,null","0.7",",,0,","0.0","T,,0,",,,"37",",,0","27",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-11",,,,,,,,,,,,,"-56.3",",,X",,,,,,,"0.37",",,0,null","3.7",",,0,","0.0",",,0,",,,"31",",,0","26",",,0",,,,,,,,,,,"    1",",,X",,,"    1",",,0",,,,,,,"    1",",,0","    1",",,X",,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-12",,,,,,,,,,,,,"-55.1",",,X",,,,,,,"0.01",",,0,null","0.1",",,0,","4.0",",,0,",,,"35",",,0","23",",,0",,,,,,,"0.4",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-13",,,,,,,,,,,,,"-53.9",",,X",,,,,,,"0.01",",,0,null","0.2",",,0,","2.0",",,0,",,,"38",",,0","20",",,0",,,,,,,"0.2",",,X",,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-14",,,,,,,,,,,,,"-52.8",",,X",,,,,,,"0.01",",,0,null","0.0",",,0,","1.0",",,0,",,,"61",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-15",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.02",",,0,null","0.0","T,,0,","0.0",",,0,",,,"59",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-16",,,,,,,,,,,,,"-68.5",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"41",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-17",,,,,,,,,,,,,"-66.1",",,X",,,,,,,"0.01",",,0,null","0.1",",,0,","0.0","T,,0,",,,"33",",,0","22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-18",,,,,,,,,,,,,"-61.0",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0","T,,0,",,,"41",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-19",,,,,,,,,,,,,"-53.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"64",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-20",,,,,,,,,,,,,"-51.6",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"62",",,0","36",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-21",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.02",",,0,null","0.0",",,0,","0.0",",,0,",,,"52",",,0","23",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-22",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"38",",,0","14",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-23",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"63",",,0","23",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-24",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"71",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-25",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"75",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-26",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.07",",,0,null","0.0",",,0,","0.0",",,0,",,,"56",",,0","37",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-27",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.24",",,0,null","0.0","T,,0,","0.0",",,0,",,,"55",",,0","27",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-28",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"46",",,0","21",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-29",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.02",",,0,null","0.0",",,0,","0.0",",,0,",,,"50",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-30",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"53",",,0","40",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-03-31",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"68",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-01",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.75",",,0,null","0.0",",,0,","0.0",",,0,",,,"80",",,0","40",",,0",,,,,,,,,,,"    1",",,X","    1",",,0",,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-02",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.34",",,0,null","0.0",",,0,","0.0",",,0,",,,"58",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-03",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.21",",,0,null","0.0",",,0,","0.0",",,0,",,,"59",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-04",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"53",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-05",,,,,,,,,,,,,"-50.4",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"72",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-06",,,,,,,,,,,,,"-49.2",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"59",",,0","38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-07",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"78",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-08",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"74",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-09",,,,,,,,,,,,,"-48.0",",,X",,,,,,,"0.04",",,0,null","0.0",",,0,","0.0",",,0,",,,"56",",,0","46",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-10",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"52",",,0","42",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-11",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"47",",,0","36",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-12",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.01",",,0,null","0.1",",,0,","0.0",",,0,",,,"41",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X","    1",",,X"
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-13",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"49",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-14",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"64",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-15",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"70",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-16",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"73",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-17",,,,,,,,,,,,,"-46.9",",,X",,,,,,,"0.00",",,0,null","0.0",",,0,","0.0",",,0,",,,"79",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-18",,,,,,,,,,,,,"-45.7",",,X",,,,,,,"0.00","T,,0,null","0.0",",,0,","0.0",",,0,",,,"67",",,0","58",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00014821","JOHN GLENN INTERNATIONAL AIRPORT, OH US","39.99068","-82.87703","246.8","1959-04-19",,,,,,,,,,,,,"-45.7",",,X",,,,,,,"0.30",",,0,null","0.0",",,0,","0.0",",,0,",,,"61",",,0","44",",,0",,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X",,
