"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-02-25",,,,,,,,,,,,,,,,,,,"0.15",",,0","0.0",",,0",,,,,"48",",,0","33",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-02-26",,,,,,,,,,,,,,,,,,,"0.00",",,0","0.0",",,0",,,,,"40",",,0","31",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-02-27",,,,,,,,,,,,,,,,,,,"0.00",",,0","0.0",",,0",,,,,"52",",,0","29",",,0","47",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-02-28",,,,,,,,,,,,,,,,,,,"0.00","T,,0","0.0","T,,0",,,,,"47",",,0","19",",,0","19",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-01",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"29",",,0","17",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-02",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"39",",,0","24",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-03",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"38",",,0","32",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-04",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"57",",,0","30",",,0","54",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-05",,,,,,,,,,,,,,,,,,,"0.01",",,0",,,,,,,"66",",,0","45",",,0","60",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-06",,,,,,,,,,,,,,,,,,,"0.31",",,0",,,,,,,"60",",,0","33",",,0","33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-07",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"38",",,0","20",",,0","34",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-08",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"55",",,0","34",",,0","50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-09",,,,,,,,,,,,,,,,,,,"0.27",",,0",,,,,,,"50",",,0","42",",,0","43",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-10",,,,,,,,,,,,,,,,,,,"0.55",",,0",,,,,,,"43",",,0","29",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-11",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"33",",,0","29",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-12",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"32",",,0","25",",,0","29",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-13",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"41",",,0","23",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-14",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"44",",,0","25",",,0","37",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-15",,,,,,,,,,,,,,,,,,,"0.00","T,,0",,,,,,,"37",",,0","19",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-16",,,,,,,,,,,,,,,,,,,"0.05",",,0",,,,,,,"34",",,0","19",",,0","31",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-17",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"41",",,0","28",",,0","35",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-18",,,,,,,,,,,,,,,,,,,"0.02",",,0",,,,,,,"36",",,0","26",",,0","32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-19",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"33",",,0","21",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-20",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"50",",,0","25",",,0","48",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-21",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"71",",,0","40",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-22",,,,,,,,,,,,,,,,,,,"0.40",",,0",,,,,,,"65",",,0","52",",,0","59",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-23",,,,,,,,,,,,,,,,,,,"0.03",",,0",,,,,,,"59",",,0","40",",,0","41",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-24",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"69",",,0","41",",,0","64",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-25",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"74",",,0","57",",,0","69",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-26",,,,,,,,,,,,,,,,,,,"0.87",",,0",,,,,,,"69",",,0","52",",,0","66",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-27",,,,,,,,,,,,,,,,,,,"0.32",",,0",,,,,,,"69",",,0","52",",,0","63",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-28",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"67",",,0","44",",,0","61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-29",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"73",",,0","48",",,0","65",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-30",,,,,,,,,,,,,,,,,,,"0.01",",,0",,,,,,,"74",",,0","49",",,0","61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-03-31",,,,,,,,,,,,,,,,,,,"0.15",",,0",,,,,,,"71",",,0","55",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-01",,,,,,,,,,,,,,,,,,,"0.03",",,0",,,,,,,"55",",,0","39",",,0","40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-02",,,,,"0.10",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"52",",,0","30",",,0","45",",,0",,,"14.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-03",,,,,"0.10",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"51",",,0","33",",,0","45",",,0",,,"19.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-04",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"55",",,0","30",",,0","51",",,0",,,"13.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-05",,,,,,,,,,,,,,,,,,,"0.23",",,0",,,,,,,"51",",,0","38",",,0","45",",,0",,,"1.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-06","    3",",,0",,,,,,,,,,,,,"0.1",",,0",,,"0.23",",,0",,,,,,,"53",",,0","42",",,0","49",",,0",,,"21.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-07",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"59",",,0","38",",,0","50",",,0",,,"29.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-08",,,,,,,,,,,,,,,,,,,"0.14",",,0",,,,,,,"51",",,0","37",",,0","48",",,0",,,"42.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-09","    3",",,0",,,,,,,,,,,,,"0.3",",,0",,,"0.00",",,0",,,,,,,"54",",,0","33",",,0","48",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-10",,,,,"0.09",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"56",",,0","30",",,0","55",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-11",,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"67",",,0","44",",,0","60",",,0",,,"6.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-12",,,,,,,,,,,,,,,,,,,"0.00",",,0",,,,,,,"73",",,0","46",",,0","69",",,0",,,"3.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-13",,,,,,,,,,,,,,,,,,,"0.77",",,0",,,,,,,"69",",,0","57",",,0","58",",,0",,,"13.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-14","    3",",,0",,,,,,,,,,,,,"0.2",",,0",,,"0.04",",,0",,,,,,,"75",",,0","50",",,0","66",",,0",,,"16.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-15",,,,,"0.00",",,0",,,,,,,,,,,,,"0.25",",,0",,,,,,,"67",",,0","37",",,0","37",",,0",,,"93.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-16",,,,,"0.08",",,0",,,,,,,,,,,,,"0.07",",,0",,,,,,,"44",",,0","32",",,0","41",",,0",,,"47.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-17",,,,,,,,,,,,,,,,,,,"0.32",",,0",,,,,,,"45",",,0","32",",,0","39",",,0",,,"14.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-18",,,,,,,,,,,,,,,,,,,"0.04",",,0",,,,,,,"44",",,0","38",",,0","38",",,0",,,"26.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-19","    3",",,0",,,,,,,,,,,,,"0.1",",,0",,,"0.00",",,0",,,,,,,"55",",,0","38",",,0","53",",,0",,,"19.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-20",,,,,"0.10",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"62",",,0","33",",,0","57",",,0",,,"14.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-21",,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"72",",,0","44",",,0","69",",,0",,,"28.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-22",,,,,"0.15",",,0",,,,,,,,,,,,,"0.40",",,0",,,,,,,"69",",,0","56",",,0","66",",,0",,,"34.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-23",,,,,"0.15",",,0",,,,,,,,,,,,,"0.09",",,0",,,,,,,"67",",,0","51",",,0","61",",,0",,,"14.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-24",,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"61",",,0","41",",,0","46",",,0",,,"55.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-25",,,,,"0.13",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"65",",,0","35",",,0","62",",,0",,,"34.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-26",,,,,"0.18",",,0",,,,,,,,,,,,,"0.01",",,0",,,,,,,"76",",,0","50",",,0","67",",,0",,,"67.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-27",,,,,"0.15",",,0",,,,,,,,,,,,,"0.20",",,0",,,,,,,"73",",,0","57",",,0","67",",,0",,,"18.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-28",,,,,"0.20",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"67",",,0","42",",,0","59",",,0",,,"29.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-29",,,,,"0.16",",,0",,,,,,,,,,,,,"0.00",",,0",,,,,,,"77",",,0","36",",,0","69",",,0",,,"16.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-04-30",,,,,"0.05",",,0",,,,,,,,,,,,,"0.10",",,0",,,,,,,"69",",,0","55",",,0","60",",,0",,,"9.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-01",,,,,"0.07",",,0",,,,,,,,,,,,,"0.06",",,0","0.0",",,0","0.0",",,0",,,"76",",,0","59",",,0","74",",,0",,,"389.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-02",,,,,"0.25",",,0",,,,,,,,,,,,,"0.09",",,0","0.0",",,0","0.0",",,0",,,"74",",,0","60",",,0","69",",,0",,,"423.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-03",,,,,"0.20",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"84",",,0","57",",,0","79",",,0",,,"218.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-04",,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"89",",,0","58",",,0","82",",,0",,,"160.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-05",,,,,"0.21",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"91",",,0","62",",,0","81",",,0",,,"121.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-06",,,,,"0.21",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"89",",,0","58",",,0","82",",,0",,,"93.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-07",,,,,"0.13",",,0",,,,,,,,,,,,,"0.03",",,0","0.0",",,0","0.0",",,0",,,"82",",,0","54",",,0","59",",,0",,,"341.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-08",,,,,"0.10",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"77",",,0","41",",,0","70",",,0",,,"165.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-09",,,,,"0.15",",,0",,,,,,,,,,,,,"0.06",",,0","0.0",",,0","0.0",",,0",,,"70",",,0","57",",,0","57",",,0",,,"37.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-10",,,,,"0.15",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"62",",,0","50",",,0","51",",,0",,,"310.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-11",,,,,"0.15",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"67",",,0","36",",,0","64",",,0",,,"247.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-12",,,,,"0.17",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"74",",,0","41",",,0","70",",,0",,,"129.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-13",,,,,"0.20",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"79",",,0","53",",,0","71",",,0",,,"326.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-14",,,,,"0.12",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"76",",,0","60",",,0","69",",,0",,,"277.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-15",,,,,"0.14",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"82",",,0","58",",,0","72",",,0",,,"110.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-16",,,,,"0.13",",,0",,,,,,,,,,,,,"0.27",",,0","0.0",",,0","0.0",",,0",,,"80",",,0","53",",,0","75",",,0",,,"126.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-17",,,,,"0.20",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"85",",,0","60",",,0","83",",,0",,,"259.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-18",,,,,"0.25",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"86",",,0","65",",,0","82",",,0",,,"620.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-19",,,,,"0.24",",,0",,,,,,,,,,,,,"0.05",",,0","0.0",",,0","0.0",",,0",,,"85",",,0","69",",,0","69",",,0",,,"567.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-20",,,,,"0.06",",,0",,,,,,,,,,,,,"0.51",",,0","0.0",",,0","0.0",",,0",,,"71",",,0","49",",,0","55",",,0",,,"292.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-21",,,,,"0.05",",,0",,,,,,,,,,,,,"0.13",",,0","0.0",",,0","0.0",",,0",,,"71",",,0","46",",,0","66",",,0",,,"149.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-22",,,,,"0.17",",,0",,,,,,,,,,,,,"0.59",",,0","0.0",",,0","0.0",",,0",,,"75",",,0","61",",,0","62",",,0",,,"523.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-23",,,,,"0.16",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"76",",,0","54",",,0","72",",,0",,,"403.9",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-24",,,,,"0.14",",,0",,,,,,,,,,,,,"0.69",",,0","0.0",",,0","0.0",",,0",,,"72",",,0","57",",,0","59",",,0",,,"372.8",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-25",,,,,"0.14",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"63",",,0","41",",,0","61",",,0",,,"136.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-26",,,,,"0.15",",,0",,,,,,,,,,,,,"0.11",",,0","0.0",",,0","0.0",",,0",,,"61",",,0","49",",,0","55",",,0",,,"405.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-27",,,,,"0.06",",,0",,,,,,,,,,,,,"0.01",",,0","0.0",",,0","0.0",",,0",,,"62",",,0","42",",,0","54",",,0",,,"131.7",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-28",,,,,"0.13",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"62",",,0","39",",,0","58",",,0",,,"216.2",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-29",,,,,"0.10",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"69",",,0","40",",,0","66",",,0",,,"78.3",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-30",,,,,"0.14",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"76",",,0","46",",,0","69",",,0",,,"187.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,
"USC00331778","COLUMBUS OHIO STATE, OH US","40.0","-83.01667","232.0","1949-05-31",,,,,"0.16",",,0",,,,,,,,,,,,,"0.00",",,0","0.0",",,0","0.0",",,0",,,"87",",,0",,,"74",",,0",,,"167.1",",,0",,,,,,,,,,,,,,,,,,,,,,,,
