"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-04-30",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","65",",,0","83",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-01",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","42",",,0","80",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-02",,,,,,,,,,,,,,,"0.24",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"80",",,0","45",",,0","57",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-03",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"69",",,0","34",",,0","58",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-04",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"73",",,0","40",",,0","69",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-05",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"75",",,0","41",",,0","53",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-06",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"75",",,0","37",",,0","56",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-07",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"66",",,0","33",",,0","65",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-08",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"81",",,0","52",",,0","80",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-09",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","62",",,0","79",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-10",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"80",",,0","65",",,0","72",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-11",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","58",",,0","78",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-12",,,,,,,,,,,,,,,"1.02",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"79",",,0","59",",,0","61",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-13",,,,,,,,,,,,,,,"0.42",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","59",",,0","72",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-14",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"76",",,0","54",",,0","75",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-15",,,,,,,,,,,,,,,"0.04",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"84",",,0","62",",,0","80",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-16",,,,,,,,,,,,,,,"0.05",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"81",",,0","55",",,0","57",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-17",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"63",",,0","46",",,0","61",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-18",,,,,,,,,,,,,,,"0.04",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"72",",,0","40",",,0","71",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-19",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"83",",,0","48",",,0","81",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-20",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"84",",,0","46",",,0","81",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-21",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"87",",,0","61",",,0","86",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-22",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"88",",,0","62",",,0","85",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-23",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","64",",,0","78",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-24",,,,,,,,,,,,,,,"0.36",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","63",",,0","74",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-25",,,,,,,,,,,,,,,"1.30",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-26",,,,,,,,,,,,,,,"0.60",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"75",",,0","45",",,0","69",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-27",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"70",",,0","45",",,0","68",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-28",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"76",",,0","52",",,0","74",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-29",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"93",",,0","59",",,0","75",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-30",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"81",",,0","60",",,0","78",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-05-31",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","68",",,0","72",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-01",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"84",",,0","66",",,0","80",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-02",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","65",",,0","82",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-03",,,,,,,,,,,,,,,"0.26",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","57",",,0","60",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-04",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"75",",,0","56",",,0","72",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-05",,,,,,,,,,,,,,,"0.64",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"72",",,0","59",",,0","70",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-06",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"75",",,0","51",",,0","72",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-07",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","54",",,0","82",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-08",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"87",",,0","64",",,0","86",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-09",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"89",",,0","60",",,0","86",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-10",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"89",",,0","63",",,0","87",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-11",,,,,,,,,,,,,,,"0.08",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","65",",,0","68",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-12",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"88",",,0","65",",,0","78",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-13",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","64",",,0","74",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-14",,,,,,,,,,,,,,,"1.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"83",",,0","62",",,0","70",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-15",,,,,,,,,,,,,,,"0.53",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","64",",,0","79",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-16",,,,,,,,,,,,,,,"0.03",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","67",",,0","72",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-17",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"89",",,0","64",",,0","84",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-18",,,,,,,,,,,,,,,"0.38",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"90",",,0","68",",,0","87",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-19",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"88",",,0","60",",,0","70",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-20",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"76",",,0","46",",,0","75",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-21",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"74",",,0","55",",,0","69",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-22",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","52",",,0","79",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-23",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"83",",,0","53",",,0","81",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-24",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","57",",,0","83",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-25",,,,,,,,,,,,,,,"0.20",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","58",",,0","76",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-26",,,,,,,,,,,,,,,"0.92",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"88",",,0","64",",,0","68",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-27",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"74",",,0","51",",,0","71",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-28",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","58",",,0","83",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-29",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","61",",,0","85",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-06-30",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"95",",,0","70",",,0","94",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-01",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"96",",,0","76",",,0","82",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-02",,,,,,,,,,,,,,,"0.01",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"83",",,0","75",",,0","78",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-03",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"85",",,0","70",",,0","84",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-04",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","65",",,0","71",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-05",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"71",",,0","55",",,0","69",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-06",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"84",",,0","54",",,0","82",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-07",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"84",",,0","56",",,0","82",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-08",,,,,,,,,,,,,,,"0.65",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"82",",,0","57",",,0","67",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-09",,,,,,,,,,,,,,,"0.60",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"75",",,0","59",",,0","70",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-10",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"70",",,0","59",",,0","70",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-11",,,,,,,,,,,,,,,"0.18",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"81",",,0","65",",,0","78",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-12",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"88",",,0","62",",,0","85",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-13",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"90",",,0","64",",,0","89",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-14",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"91",",,0","67",",,0","86",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-15",,,,,,,,,,,,,,,"0.00","T,,0,1800",,,"0.0",",,0","0.0",",,0",,,"92",",,0","72",",,0","86",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-16",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"86",",,0","67",",,0","71",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-17",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"84",",,0","59",",,0","83",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-18",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"89",",,0","63",",,0","84",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-19",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-20",,,,,,,,,,,,,,,"0.25",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"73",",,0","60",",,0","61",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-21",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"72",",,0","48",",,0","71",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-22",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"80",",,0","52",",,0","79",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-23",,,,,,,,,,,,,,,"0.00",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"87",",,0","63",",,0","80",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00331781","COLUMBUS SULLIVANT A, OH US","39.95","-83.11667","267.9","1970-07-24",,,,,,,,,,,,,,,"0.40",",,0,1800",,,"0.0",",,0","0.0",",,0",,,"88",",,0","65",",,0","85",",,0,1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
